        Time / ns                Port1/real
               7.9816305                 -2.1662166e-007
               7.9988045                 -2.2361048e-007
               8.0073915                 -2.2647372e-007
               8.0159785                 -2.2884933e-007
               8.0331525                 -2.3239333e-007
               8.0503266                 -2.3417564e-007
               8.0675006                 -2.3411838e-007
               8.0760876                 -2.3338118e-007
               8.0846746                 -2.3215581e-007
               8.0932616                 -2.3044965e-007
               8.1018487                 -2.2825308e-007
               8.1104357                 -2.2555253e-007
               8.1190227                 -2.2235428e-007
               8.1276097                 -2.1865264e-007
               8.1361967                 -2.1444618e-007
               8.1447837                 -2.0972868e-007
               8.1533708                 -2.0449473e-007
               8.1619578                 -1.9874677e-007
               8.1705448                 -1.9247378e-007
               8.1791318                 -1.8567993e-007
               8.1877188                   -1.78365e-007
               8.1963058                 -1.7051934e-007
               8.2048928                 -1.6215449e-007
               8.2134799                 -1.5326588e-007
               8.2220669                 -1.4384991e-007
               8.2306539                 -1.3391186e-007
               8.2392409                 -1.2344394e-007
               8.2478279                 -1.1245223e-007
               8.2521214                 -1.0758682e-007
               8.2564149                 -1.0351732e-007
               8.2607084                 -9.8177083e-008
               8.2650019                 -9.3323652e-008
                8.273589                 -8.3171305e-008
                8.282176                 -7.2420161e-008
               8.2864695                 -6.6819555e-008
                8.290763                 -6.1075263e-008
               8.2950565                 -5.5189342e-008
                 8.29935                 -4.9159655e-008
               8.3036435                 -4.2984556e-008
                8.307937                  -3.666668e-008
               8.3122305                  -3.021101e-008
                8.316524                 -2.3619756e-008
               8.3208175                 -1.6891254e-008
               8.3251111                 -1.0024091e-008
               8.3294046                 -3.0212453e-009
               8.3336981                  4.1114511e-009
               8.3379916                  1.1370533e-008
               8.3422851                  1.8757311e-008
               8.3465786                  2.6274452e-008
               8.3508721                  3.3921251e-008
               8.3551656                   4.169326e-008
               8.3594591                  4.9586415e-008
               8.3637526                  5.7599808e-008
               8.3680461                  6.5734059e-008
               8.3766331                  8.2358563e-008
               8.3852202                   9.944366e-008
               8.3938072                  1.1698855e-007
